Domain	SubDomain	Url	FirstIndexed	LastIndexed	CompanyName	Vertical	State	Country	ARank	QRank	Name	Parent	FirstDetected	LastDetected	IsLive	IsPremium	Link	Tag	Category0	Category1	Category2	Category3	Category4	Category5	Category6	Category7	Category8	Category9
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	jQuery 1.9.1	jQuery	1427238000000	1458601200000	0	no	http://blog.jquery.com/2013/02/04/jquery-1-9-1-released/	javascript										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	AJAX Libraries API		1427238000000	1458601200000	0	no	http://code.google.com/apis/ajaxlibs/documentation/	cdn										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	GlobalSign		1434927600000	1510095600000	0	no	http://globalsign.com	ssl	Root Authority									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Google Hosted Libraries		1434927600000	1458601200000	0	no	http://developers.google.com/speed/libraries/	javascript										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	AlphaSSL		1434927600000	1510095600000	0	no	http://alphassl.com	ssl	Root Authority									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Google Hosted jQuery	Google Hosted Libraries	1434927600000	1458601200000	0	no	http://developers.google.com/speed/libraries/	javascript										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Wordpress 4.2	WordPress	1437519600000	1437519600000	0	no	http://codex.wordpress.org/Version_4.2	cms										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Wordpress 4.3	WordPress	1440370800000	1449788400000	0	no	http://codex.wordpress.org/Version_4.3	cms										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Wordpress 4.4	WordPress	1452466800000	1452466800000	0	no	http://codex.wordpress.org/Version_4.4	cms										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Google Universal Analytics	Google Analytics	1454972400000	1683097200000	0	no	http://developers.google.com/analytics/devguides/collection/analyticsjs/	analytics										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Better WordPress Minify		1462489200000	1551567600000	0	no	http://wordpress.org/plugins/bwp-minify/	widgets	WordPress Plugins									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Wordpress Plugins		1462834800000	1689231600000	0	no	http://codex.wordpress.org/Plugins	widgets										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Copyright Year 2016		1488409200000	1551049200000	0	no	http://en.wikipedia.org/wiki/Copyright	copyright										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Bootstrap.js		1513638000000	1519167600000	0	no	http://getbootstrap.com/javascript/	javascript	JavaScript Library									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Modernizr		1513638000000	1689231600000	0	no	http://www.modernizr.com	javascript	Compatibility									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Sparkling		1513638000000	1689231600000	0	no	http://wordpress.org/themes/sparkling/	framework	WordPress Theme									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	jQuery Migrate	jQuery	1513638000000	1635836400000	0	no	http://github.com/jquery/jquery-migrate	javascript	Compatibility									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	html5shiv		1519167600000	1674892800000	0	no	http://github.com/afarkas/html5shiv	javascript	Compatibility									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	yepnope		1519167600000	1674892800000	0	no	http://yepnopejs.com/	javascript										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	IPhone / Mobile Compatible		1526684400000	1689231600000	0	no	http://apple.com	mobile										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Home PL		1531436400000	1608192000000	0	no	http://home.pl	hosting	Polish hosting									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	DigiCert SSL		1559257200000	1618038000000	0	no	http://www.digicert.com/	ssl	Root Authority									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	RapidSSL		1559257200000	1618038000000	0	no	http://rapidssl.com	ssl										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Contact Form 7		1588719600000	1689231600000	0	no	http://wordpress.org/extend/plugins/contact-form-7/	widgets	Feedback Forms and Surveys									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Font Awesome		1588719600000	1689231600000	0	no	http://fontawesome.io	widgets	Fonts									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Apache		1588719600000	1646899200000	0	no	http://httpd.apache.org/	Web Server										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Copyright Year 2019		1588719600000	1683097200000	0	no	http://en.wikipedia.org/wiki/Copyright	copyright										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	SSL by Default		1590015600000	1689231600000	0	no	http://trends.builtwith.com/ssl	ssl										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Polish		1600383600000	1689231600000	0	no	http://pl.wikipedia.org	language										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Apple Mobile Web Clips Icon		1608192000000	1689231600000	0	no	http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html	mobile										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	WP Modal Popup with Cookie Integration		1639296000000	1689231600000	0	no	http://wordpress.org/plugins/wp-modal-popup-with-cookie-integration/	widgets	WordPress Plugins									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	LiteSpeed		1649314800000	1689231600000	0	no	http://litespeedtech.com/products/webserver/overview/	Web Server										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	QUIC		1649314800000	1689231600000	0	no	http://en.wikipedia.org/wiki/QUIC	Server										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	LetsEncrypt		1649314800000	1689231600000	0	no	http://letsencrypt.org	ssl	Root Authority									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	SPF		1649314800000	1689231600000	0	no	http://www.open-spf.org/	mx										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	DMARC		1653634800000	1674892800000	0	no	http://www.dmarc.org	mx	DMARC									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Facebook		1661324400000	1683097200000	0	no	http://facebook.com	link										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Instagram		1664348400000	1683097200000	0	no	http://instagram.com	link										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	CrUX Dataset		1672473600000	1689404400000	1	no	http://developer.chrome.com/docs/crux/about/	widgets										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	CrUX Top 5m	CrUX Dataset	1672473600000	1686812400000	0	no	http://developer.chrome.com/docs/crux/about/	widgets										
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	Google Tag Manager		1688454000000	1689231600000	0	no	http://google.com/tagmanager	widgets	Tag Management									
wypozyczalniasamochodowwwarszawie.pl			1422399600000	1689404400000					22550148	0	CrUX Top 10m	CrUX Dataset	1689404400000	1689404400000	1	no	http://developer.chrome.com/docs/crux/about/	widgets										
wypozyczalniasamochodowwwarszawie.pl		dd	1593817200000	1674892800000					22550148	0	FlexSlider		1593817200000	1595574000000	0	no	http://www.woothemes.com/flexslider	javascript	jQuery Plugin	Slider								
wypozyczalniasamochodowwwarszawie.pl		dd	1593817200000	1674892800000					22550148	0	reCAPTCHA		1593817200000	1595574000000	0	no	http://www.google.com/recaptcha/intro/index.html	widgets	CAPTCHA									
wypozyczalniasamochodowwwarszawie.pl		dd	1593817200000	1674892800000					22550148	0	reCAPTCHA v2	reCAPTCHA	1593817200000	1595574000000	0	no	http://developers.google.com/recaptcha/docs/display	widgets										
wypozyczalniasamochodowwwarszawie.pl		dd	1593817200000	1674892800000					22550148	0	Google Maps API		1674892800000	1674892800000	1	no	http://developers.google.com/maps/	mapping										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Verizon DNS		1362056400000	1512342000000	0	no	https://verizon.com	ns										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Modernizr		1400454000000	1686466800000	0	no	https://www.modernizr.com	javascript	Compatibility									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Google Analytics		1191308400000	1688972400000	0	no	https://google.com/analytics	analytics	Application Performance	Audience Measurement	Visitor Count Tracking							
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	jQuery	jQuery	1407970800000	1688972400000	0	no	https://jquery.com	javascript	JavaScript Library									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Fonts.com		1407970800000	1515625200000	0	no	https://www.fonts.com	widgets	Fonts									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Apple Mobile Web Clips Icon		1413097200000	1688972400000	0	no	http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Viewport Meta		1413097200000	1688972400000	0	no	https://developers.google.com/speed/docs/insights/ConfigureViewport	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Facebook Like		1422658800000	1427238000000	0	no	https://developers.facebook.com/docs/reference/plugins/like	widgets	Social Sharing									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	EssentialSSL		1437519600000	1472425200000	0	no	https://essentialssl.com	ssl	Root Authority									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Comodo SSL		1437519600000	1472425200000	0	no	https://comodo.com	ssl	Root Authority									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Comodo Essential SSL WildCard		1437519600000	1472425200000	0	no	https://comodosslstore.com/essentialssl-wildcard.aspx	ssl	Wildcard									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Google Universal Analytics	Google Analytics	1413097200000	1688972400000	0	no	https://developers.google.com/analytics/devguides/collection/analyticsjs/	analytics										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	GeoTrust SSL		1475535600000	1475535600000	0	no	https://geotrust.com	ssl	Root Authority									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	RapidSSL		1475535600000	1475535600000	0	no	http://rapidssl.com	ssl										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Microsoft Azure DNS		1479855600000	1688972400000	0	no	https://windowsazure.com	mx										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Facebook Like Button		1487923200000	1515625200000	0	no	https://developers.facebook.com/docs/reference/plugins/like/	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	GlobalSign		1512342000000	1641974400000	0	no	https://globalsign.com	ssl	Root Authority									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	TransIP DNS		1515625200000	1688972400000	0	no	https://transip.eu	ns										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Yoast Plugins		1518735600000	1688972400000	0	no	https://yoast.com/wordpress/seo/	widgets	WordPress Plugins									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Yoast WordPress SEO Plugin	Yoast Plugins	1518735600000	1688972400000	0	no	https://yoast.com/wordpress/plugins/seo/	widgets	WordPress Plugins									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Apache 2.4	Apache	1518735600000	1531436400000	0	no	https://httpd.apache.org/docs/2.4	Web Server										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Really Simple Discovery		1518735600000	1688972400000	0	no	https://cyber.law.harvard.edu/blogs/gems/tech/rsd.html	feeds										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Font Awesome		1518735600000	1601362800000	0	no	https://fontawesome.io	widgets	Fonts									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Mobile Non Scaleable Content		1518735600000	1688972400000	0	no	http://developer.apple.com/library/safari/#documentation/appleapplications/reference/SafariHTMLRef/Articles/MetaTags.html	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Gravity Forms		1518735600000	1686466800000	0	yes	https://www.gravityforms.com/	widgets	Feedback Forms and Surveys									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	RSS		1518735600000	1688972400000	0	no	https://en.wikipedia.org/wiki/RSS_(file_format)	feeds										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Ubuntu		1518735600000	1531436400000	0	no	https://ubuntu.com	Server										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Live Writer Support		1518735600000	1688972400000	0	no	http://windowslivewriter.spaces.live.com	feeds										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Wordpress Plugins		1518735600000	1688972400000	0	no	http://codex.wordpress.org/Plugins	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Apple Mobile Web App Capable		1518735600000	1688972400000	0	no	http://developer.apple.com/library/safari/#documentation/appleapplications/reference/SafariHTMLRef/Articles/MetaTags.html	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Apache		1518735600000	1688972400000	0	no	https://httpd.apache.org/	Web Server										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Google Tag Manager		1518735600000	1688972400000	0	no	https://google.com/tagmanager	widgets	Tag Management									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	WordPress		1518735600000	1688972400000	0	no	https://wordpress.org	cms	Open Source	Blog								
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Slick JS		1518735600000	1688972400000	0	no	https://kenwheeler.github.io/slick	javascript	Animation									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	BootstrapCDN		1518735600000	1601362800000	0	no	https://www.bootstrapcdn.com/	cdn										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	FitVids.JS		1518735600000	1623826800000	0	no	https://fitvidsjs.com/	javascript	jQuery Plugin									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Foundation		1518735600000	1688972400000	0	no	https://foundation.zurb.com/	framework										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Euro		1413097200000	1686466800000	0	no	https://en.wikipedia.org/wiki/Euro	payment	Currency									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Instagram Feed for WordPress		1518735600000	1688972400000	0	no	https://wordpress.org/plugins/instagram-feed/	widgets	WordPress Plugins									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	IPhone / Mobile Compatible		1413097200000	1688972400000	0	no	https://apple.com	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Pingback Support		1518735600000	1688972400000	0	no	https://en.wikipedia.org/wiki/Pingback	feeds										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Sitelinks Search Box		1518735600000	1688972400000	0	no	https://developers.google.com/webmasters/richsnippets/sitelinkssearch?utm_source=wmc-blog&utm_medium=direct-referral&utm_campaign=sitelinks-searchbox	widgets	Site Search									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Lightbox		1518735600000	1688972400000	0	no	http://www.huddletogether.com/projects/lightbox/	javascript										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Apple Mobile Web App Status Bar Style		1518735600000	1688972400000	0	no	http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html	mobile										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Yoast SEO Premium	Yoast WordPress SEO Plugin	1518735600000	1688972400000	0	yes	https://yoast.com/wordpress/plugins/seo-premium/	widgets	WordPress Plugins									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Twemoji		1520636400000	1686466800000	0	no	https://github.com/twitter/twemoji	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	SPF		1523228400000	1688972400000	0	no	http://www.open-spf.org/	mx										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Facebook Graph API		1523228400000	1688972400000	0	no	https://developers.facebook.com/docs/api	javascript										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Google Font API		1524524400000	1688972400000	0	no	https://fonts.google.com	widgets	Fonts									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	GStatic Google Static Content		1529449200000	1686466800000	0	no	https://google.com	cdn										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Content Delivery Network		1531436400000	1624777200000	0	no	https://en.wikipedia.org/wiki/Content_Delivery_Network	CDN										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	SSL by Default		1531436400000	1688972400000	0	no	https://trends.builtwith.com/ssl	ssl										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Facebook CDN		1531436400000	1624777200000	0	no	https://www.facebook.com	cdn										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Instafeed.js		1531436400000	1555542000000	0	no	https://instafeedjs.com/	javascript										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	GlobalSign Domain Verification		1551135600000	1688972400000	0	no	https://support.globalsign.com/customer/portal/articles/2167245-performing-domain-verification---dns-txt-record	framework										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Office 365 Mail		1551135600000	1688972400000	0	no	https://products.office.com/en-us/business/office	mx	Business Email Hosting									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Microsoft Exchange Online		1551135600000	1688972400000	0	no	http://www.microsoft.com/exchange/en-us/exchange-online-hosted-email.aspx	mx	Business Email Hosting									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	DoubleClick.Net		1551999600000	1686466800000	0	no	https://www.doubleclick.com	ads										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Featured Video Plus		1553554800000	1623826800000	0	no	https://yrnxt.com/wordpress/featured-video-plus/	widgets	WordPress Plugins									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Global Site Tag		1553554800000	1684566000000	0	no	https://support.google.com/adwords/answer/7548399	analytics										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Facebook Sharer		1571353200000	1624777200000	0	no	https://www.facebook.com/facebook-widgets/share.php	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Pinterest		1571353200000	1624777200000	0	no	http://pinterest.com	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Atlassian Cloud		1576105200000	1688972400000	0	yes	https://www.atlassian.com/licensing/cloud	cms	Ticketing System									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	COVID-19		1585782000000	1649746800000	0	no	https://www.who.int/emergencies/diseases/novel-coronavirus-2019	widgets										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Shutterstock		1589583600000	1598137200000	0	no	https://shutterstock.com	widgets	Image Provider									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	matchMedia		1594335600000	1686466800000	0	no	https://github.com/paulirish/matchMedia.js/	javascript	Compatibility									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Polish		1600383600000	1688972400000	0	no	https://pl.wikipedia.org	language										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	RequireJS		1599030000000	1617346800000	0	no	https://requirejs.org/	javascript										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Slick		1599030000000	1627887600000	0	no	https://github.com/mootools/slick	javascript										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	jQuery Migrate	jQuery	1599030000000	1686466800000	0	no	https://github.com/jquery/jquery-migrate	javascript	Compatibility									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	PHP		1599030000000	1627887600000	0	no	https://www.php.net	framework										
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	reCAPTCHA		1605394800000	1688972400000	0	no	https://www.google.com/recaptcha/intro/index.html	widgets	CAPTCHA									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	reCAPTCHA v3	reCAPTCHA	1605394800000	1688972400000	0	no	https://developers.google.com/recaptcha/docs/v3	widgets	CAPTCHA									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Organization Schema		1605945600000	1688972400000	0	no	https://schema.org/Organization	framework	Schema									
businesslease.pl			1013155200000	1689404400000	Business Lease Poland Sp. z o.o.	Business And Industrial			15805159	-1	Google Webmaster		1613430000000	1688972400000	0	no	https://www.google.com/webmasters/	Web Master										
